"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2018-2020",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,20 to 24,60.84,60.06,61.62,44.83,41.79,47.88,73.69,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,25 to 29,55.84,55.06,56.62,40.44,37.49,43.39,72.42,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,30 to 34,50.84,50.06,51.62,36.13,33.25,39.01,71.06,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,35 to 39,45.89,45.12,46.67,31.94,29.14,34.74,69.59,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,40 to 44,41.38,40.65,42.10,28.14,25.40,30.88,68.02,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,45 to 49,36.67,35.98,37.37,24.32,21.65,26.99,66.32,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,50 to 54,32.06,31.39,32.73,20.68,18.08,23.28,64.51,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,55 to 59,27.86,27.23,28.49,17.43,14.85,20.00,62.55,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,60 to 64,23.54,22.93,24.14,14.23,11.70,16.76,60.46,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,65 to 69,19.45,18.88,20.02,11.32,8.80,13.85,58.23,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,70 to 74,15.43,14.89,15.97,8.61,6.07,11.16,55.80,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,75 to 79,11.82,11.30,12.34,6.28,3.59,8.97,53.12,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,80 to 84,8.57,8.07,9.08,4.29,1.49,7.09,50.06,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,85 to 89,6.43,5.91,6.96,2.99,0.50,5.48,46.46,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,90+,4.17,3.54,4.80,1.75,-0.45,3.94,41.93,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,<1,76.17,75.16,77.18,62.47,59.80,65.14,82.01,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,1 to 4,75.28,74.29,76.27,61.57,58.90,64.25,81.79,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,5 to 9,71.28,70.29,72.27,57.61,54.93,60.28,80.81,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,10 to 14,66.28,65.29,67.27,52.70,50.04,55.35,79.50,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,15 to 19,61.36,60.38,62.33,47.87,45.22,50.51,78.02,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,20 to 24,56.42,55.45,57.39,43.15,40.53,45.76,76.47,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,25 to 29,51.72,50.78,52.66,38.71,36.15,41.27,74.85,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,30 to 34,47.06,46.15,47.97,34.59,32.10,37.08,73.50,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,35 to 39,42.49,41.62,43.35,30.42,28.01,32.84,71.61,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,40 to 44,38.24,37.44,39.04,26.70,24.32,29.07,69.81,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,45 to 49,33.73,32.97,34.49,22.73,20.40,25.06,67.39,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,50 to 54,29.73,29.03,30.44,19.26,16.97,21.55,64.78,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,55 to 59,25.41,24.72,26.09,15.72,13.49,17.96,61.88,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,60 to 64,21.22,20.56,21.88,12.58,10.40,14.76,59.27,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,65 to 69,17.46,16.83,18.09,9.89,7.73,12.05,56.66,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,70 to 74,13.84,13.23,14.45,7.41,5.33,9.50,53.56,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,75 to 79,10.87,10.25,11.49,5.61,3.33,7.88,51.60,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,80 to 84,8.15,7.50,8.80,4.14,1.63,6.64,50.74,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,85 to 89,6.13,5.34,6.92,3.05,0.87,5.24,49.80,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,90+,5.51,4.21,6.81,2.69,-0.05,5.42,48.78,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,<1,81.47,80.95,81.98,61.41,59.02,63.80,75.38,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,1 to 4,80.65,80.17,81.13,60.66,58.27,63.05,75.21,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,5 to 9,76.69,76.22,77.17,57.12,54.78,59.47,74.48,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,10 to 14,71.73,71.25,72.20,52.72,50.44,54.99,73.50,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,15 to 19,66.73,66.25,67.20,48.32,46.13,50.51,72.41,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,20 to 24,61.79,61.32,62.25,44.04,41.94,46.14,71.27,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,25 to 29,56.90,56.45,57.35,39.88,37.89,41.86,70.08,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,30 to 34,52.00,51.55,52.44,35.76,33.88,37.63,68.76,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,35 to 39,47.26,46.84,47.68,31.83,30.03,33.63,67.36,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,40 to 44,42.52,42.13,42.92,27.99,26.29,29.69,65.83,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,45 to 49,37.86,37.49,38.24,24.30,22.70,25.91,64.18,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,50 to 54,33.24,32.89,33.59,20.75,19.27,22.24,62.44,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,55 to 59,28.71,28.37,29.04,17.38,15.99,18.77,60.53,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,60 to 64,24.34,24.03,24.66,14.25,12.90,15.59,58.52,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,65 to 69,20.12,19.82,20.41,11.31,10.03,12.59,56.21,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,70 to 74,16.23,15.96,16.50,8.70,7.47,9.92,53.60,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,75 to 79,12.37,12.12,12.63,6.27,5.08,7.46,50.68,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,80 to 84,8.92,8.69,9.16,4.25,3.15,5.36,47.64,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,85 to 89,6.11,5.88,6.34,2.73,1.83,3.63,44.64,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,90+,3.94,3.66,4.22,1.65,0.87,2.43,41.83,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,<1,78.03,77.43,78.64,63.11,61.08,65.14,80.88,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,1 to 4,77.29,76.72,77.87,62.40,60.36,64.44,80.73,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,5 to 9,73.33,72.76,73.90,58.73,56.72,60.73,80.08,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,10 to 14,68.33,67.76,68.90,54.07,52.11,56.03,79.13,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,15 to 19,63.33,62.76,63.90,49.42,47.50,51.33,78.03,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,20 to 24,58.55,58.00,59.10,44.95,43.08,46.82,76.77,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,25 to 29,53.64,53.10,54.19,40.42,38.62,42.23,75.36,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,30 to 34,48.92,48.40,49.44,36.08,34.38,37.79,73.76,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,35 to 39,44.43,43.95,44.92,31.99,30.33,33.64,71.99,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,40 to 44,39.94,39.49,40.39,27.98,26.38,29.58,70.06,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,45 to 49,35.65,35.25,36.04,24.23,22.77,25.70,67.98,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,50 to 54,31.18,30.81,31.56,20.53,19.14,21.93,65.84,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,55 to 59,26.87,26.52,27.22,17.05,15.70,18.40,63.46,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,60 to 64,22.63,22.31,22.96,13.75,12.47,15.04,60.77,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,65 to 69,18.52,18.21,18.83,10.67,9.48,11.87,57.63,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,70 to 74,14.75,14.46,15.04,8.02,6.86,9.17,54.36,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,75 to 79,11.20,10.92,11.48,5.70,4.57,6.82,50.86,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,80 to 84,8.22,7.95,8.49,3.84,2.84,4.83,46.69,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,85 to 89,5.82,5.53,6.12,2.42,1.60,3.24,41.52,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,90+,4.15,3.72,4.57,1.43,0.67,2.20,34.57,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,<1,79.38,78.80,79.96,58.01,55.56,60.46,73.08,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,1 to 4,78.72,78.19,79.26,57.39,54.93,59.85,72.90,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,5 to 9,74.76,74.23,75.29,53.96,51.54,56.38,72.17,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,10 to 14,69.82,69.30,70.35,49.63,47.27,52.00,71.09,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,15 to 19,64.85,64.33,65.37,45.28,42.97,47.58,69.81,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,20 to 24,59.88,59.36,60.40,40.91,38.67,43.15,68.32,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,25 to 29,54.92,54.40,55.43,36.55,34.35,38.76,66.56,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,30 to 34,50.07,49.56,50.58,32.40,30.25,34.55,64.71,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,35 to 39,45.35,44.85,45.85,28.40,26.29,30.52,62.64,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,40 to 44,40.74,40.26,41.22,24.74,22.68,26.81,60.73,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,45 to 49,36.20,35.74,36.66,21.19,19.20,23.18,58.54,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,50 to 54,31.88,31.46,32.31,17.97,16.06,19.87,56.35,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,55 to 59,27.53,27.12,27.93,14.93,13.08,16.77,54.22,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,60 to 64,23.30,22.91,23.68,12.12,10.32,13.92,52.02,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,65 to 69,19.33,18.97,19.69,9.41,7.75,11.07,48.67,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,70 to 74,15.49,15.16,15.82,6.71,5.06,8.35,43.29,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,75 to 79,12.03,11.72,12.33,4.68,2.97,6.39,38.90,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,80 to 84,8.90,8.61,9.18,3.09,1.69,4.49,34.73,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,85 to 89,6.47,6.19,6.76,2.04,0.87,3.22,31.58,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,90+,4.39,4.04,4.75,1.33,0.24,2.41,30.21,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,<1,73.80,73.16,74.44,56.14,53.81,58.48,76.07,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,1 to 4,73.38,72.79,73.96,55.69,53.35,58.04,75.90,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,5 to 9,69.44,68.86,70.02,52.21,49.92,54.50,75.18,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,10 to 14,64.47,63.89,65.04,47.83,45.64,50.03,74.20,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,15 to 19,59.47,58.89,60.04,43.49,41.40,45.57,73.13,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,20 to 24,54.51,53.94,55.09,39.23,37.27,41.19,71.96,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,25 to 29,49.70,49.13,50.27,35.14,33.23,37.04,70.70,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,30 to 34,45.00,44.44,45.56,31.20,29.34,33.05,69.32,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,35 to 39,40.49,39.94,41.03,27.47,25.70,29.24,67.85,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,40 to 44,36.17,35.65,36.69,23.96,22.24,25.68,66.25,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,45 to 49,32.12,31.65,32.60,20.72,19.04,22.41,64.52,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,50 to 54,28.07,27.63,28.51,17.60,16.02,19.18,62.69,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,55 to 59,24.11,23.70,24.52,14.64,13.15,16.14,60.74,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,60 to 64,20.24,19.85,20.63,11.86,10.44,13.29,58.61,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,65 to 69,16.48,16.11,16.85,9.27,7.96,10.59,56.25,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,70 to 74,13.30,12.96,13.64,7.15,5.85,8.44,53.74,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,75 to 79,10.20,9.87,10.52,5.20,3.84,6.57,51.00,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,80 to 84,7.63,7.33,7.94,3.65,2.39,4.92,47.87,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,85 to 89,5.67,5.34,6.00,2.52,1.43,3.61,44.43,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,90+,3.97,3.50,4.43,1.58,0.56,2.60,39.82,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,<1,79.81,79.23,80.39,59.13,56.70,61.55,74.08,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,1 to 4,78.99,78.44,79.55,58.27,55.85,60.70,73.77,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,5 to 9,75.03,74.49,75.58,54.39,51.97,56.81,72.48,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,10 to 14,70.07,69.53,70.62,49.68,47.30,52.07,70.91,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,15 to 19,65.11,64.57,65.65,45.14,42.81,47.48,69.34,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,20 to 24,60.20,59.67,60.73,40.80,38.53,43.06,67.76,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,25 to 29,55.23,54.71,55.76,36.50,34.31,38.69,66.09,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,30 to 34,50.40,49.89,50.92,32.49,30.40,34.58,64.46,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,35 to 39,45.70,45.20,46.19,28.76,26.74,30.77,62.93,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,40 to 44,40.97,40.50,41.44,25.13,23.23,27.04,61.35,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,45 to 49,36.48,36.04,36.92,21.83,20.03,23.63,59.84,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,50 to 54,32.00,31.58,32.41,18.67,16.95,20.39,58.35,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,55 to 59,27.56,27.16,27.96,15.68,14.05,17.32,56.91,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,60 to 64,23.09,22.70,23.47,12.77,11.24,14.31,55.32,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,65 to 69,18.98,18.61,19.34,10.19,8.72,11.67,53.72,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,70 to 74,15.08,14.74,15.43,7.91,6.48,9.33,52.42,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,75 to 79,11.55,11.23,11.88,5.89,4.48,7.30,50.97,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,80 to 84,8.63,8.32,8.94,4.23,2.94,5.51,48.97,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,85 to 89,6.23,5.92,6.55,2.84,1.74,3.93,45.54,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,90+,4.28,3.89,4.68,1.74,0.72,2.76,40.65,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,<1,75.23,74.59,75.87,57.19,54.47,59.91,76.02,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,1 to 4,74.32,73.69,74.95,56.42,53.71,59.14,75.92,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,5 to 9,70.36,69.73,70.98,53.08,50.46,55.69,75.44,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,10 to 14,65.36,64.73,65.98,48.79,46.33,51.24,74.65,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,15 to 19,60.36,59.73,60.98,44.44,42.15,46.74,73.63,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,20 to 24,55.51,54.89,56.12,40.19,38.05,42.32,72.40,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,25 to 29,50.91,50.33,51.50,36.12,34.04,38.19,70.94,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,30 to 34,46.46,45.91,47.01,32.17,30.21,34.14,69.25,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,35 to 39,41.81,41.28,42.34,28.15,26.24,30.06,67.33,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,40 to 44,37.33,36.83,37.83,24.33,22.52,26.13,65.16,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,45 to 49,32.98,32.52,33.44,20.68,18.99,22.38,62.72,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,50 to 54,28.88,28.46,29.30,17.33,15.68,18.98,60.01,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,55 to 59,24.58,24.18,24.98,14.02,12.43,15.60,57.02,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,60 to 64,20.59,20.21,20.97,11.06,9.50,12.61,53.70,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,65 to 69,16.65,16.30,17.01,8.33,6.85,9.81,50.04,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,70 to 74,13.27,12.94,13.60,6.09,4.61,7.58,45.93,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,75 to 79,10.02,9.71,10.34,4.14,2.57,5.72,41.33,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,80 to 84,7.35,7.04,7.65,2.65,1.11,4.20,36.10,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,85 to 89,5.23,4.90,5.57,1.57,0.35,2.80,30.05,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,90+,3.69,3.20,4.18,0.82,-0.21,1.85,22.24,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,<1,83.43,82.83,84.03,66.38,64.30,68.47,79.57,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,1 to 4,82.61,82.04,83.17,65.69,63.60,67.78,79.52,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,5 to 9,78.65,78.10,79.21,62.39,60.36,64.42,79.32,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,10 to 14,73.70,73.14,74.25,58.23,56.28,60.17,79.01,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,15 to 19,68.77,68.23,69.32,53.99,52.13,55.86,78.51,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,20 to 24,63.85,63.32,64.39,49.78,48.00,51.57,77.97,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,25 to 29,58.97,58.46,59.49,45.61,43.89,47.33,77.34,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,30 to 34,54.19,53.70,54.68,41.56,39.93,43.18,76.68,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,35 to 39,49.26,48.78,49.74,37.32,35.82,38.83,75.77,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,40 to 44,44.36,43.89,44.83,33.10,31.65,34.56,74.63,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,45 to 49,39.59,39.14,40.04,28.98,27.58,30.38,73.20,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,50 to 54,34.91,34.48,35.34,24.90,23.55,26.25,71.32,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,55 to 59,30.39,29.97,30.80,21.13,19.82,22.44,69.53,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,60 to 64,25.86,25.47,26.26,17.37,16.09,18.64,67.15,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,65 to 69,21.45,21.07,21.82,13.66,12.42,14.91,63.70,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,70 to 74,17.27,16.92,17.62,10.38,9.20,11.56,60.10,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,75 to 79,13.28,12.95,13.61,7.32,6.15,8.50,55.16,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,80 to 84,9.70,9.39,10.01,4.86,3.85,5.88,50.13,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,85 to 89,6.65,6.34,6.95,3.11,2.27,3.94,46.76,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,90+,4.26,3.90,4.63,1.95,1.21,2.69,45.68,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,<1,80.16,79.52,80.79,66.72,64.66,68.78,83.24,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,1 to 4,79.32,78.71,79.93,65.95,63.89,68.01,83.14,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,5 to 9,75.32,74.71,75.93,62.29,60.29,64.29,82.70,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,10 to 14,70.36,69.75,70.96,57.70,55.80,59.60,82.01,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,15 to 19,65.39,64.79,66.00,53.14,51.35,54.94,81.27,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,20 to 24,60.50,59.90,61.09,48.62,46.93,50.30,80.36,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,25 to 29,55.65,55.07,56.23,44.13,42.50,45.76,79.30,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,30 to 34,50.80,50.23,51.36,39.74,38.19,41.30,78.24,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,35 to 39,46.04,45.50,46.58,35.39,33.89,36.89,76.87,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,40 to 44,41.42,40.91,41.92,31.16,29.69,32.63,75.24,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,45 to 49,36.91,36.44,37.38,27.12,25.68,28.55,73.46,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,50 to 54,32.32,31.87,32.77,23.04,21.64,24.44,71.28,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,55 to 59,27.72,27.29,28.15,19.09,17.74,20.43,68.85,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,60 to 64,23.31,22.90,23.72,15.35,14.05,16.66,65.85,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,65 to 69,19.00,18.60,19.39,11.93,10.67,13.20,62.81,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,70 to 74,15.03,14.67,15.40,8.82,7.59,10.06,58.69,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,75 to 79,11.33,10.98,11.68,6.07,4.88,7.26,53.61,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,80 to 84,8.57,8.24,8.89,4.17,3.02,5.32,48.68,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,85 to 89,5.78,5.45,6.11,2.65,1.73,3.57,45.84,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,90+,3.77,3.33,4.21,1.67,0.87,2.48,44.36,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,<1,82.86,82.28,83.44,65.31,63.00,67.61,78.81,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,1 to 4,81.98,81.42,82.53,64.45,62.14,66.76,78.62,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,5 to 9,77.98,77.42,78.53,60.68,58.38,62.97,77.81,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,10 to 14,72.98,72.42,73.53,55.99,53.72,58.25,76.72,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,15 to 19,68.02,67.46,68.57,51.37,49.13,53.61,75.53,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,20 to 24,63.10,62.56,63.64,46.89,44.69,49.09,74.32,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,25 to 29,58.21,57.69,58.74,42.54,40.42,44.67,73.09,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,30 to 34,53.27,52.75,53.79,38.22,36.18,40.26,71.75,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,35 to 39,48.35,47.84,48.86,33.90,31.92,35.88,70.12,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,40 to 44,43.73,43.25,44.22,29.89,27.97,31.81,68.34,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,45 to 49,38.90,38.43,39.37,25.82,23.95,27.70,66.38,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,50 to 54,34.15,33.69,34.60,21.91,20.08,23.75,64.17,,,,,,,,,,,,,,,,
