"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2018-2020",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,25 to 29,58.48,57.23,59.73,40.50,33.99,47.02,69.26,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,30 to 34,53.63,52.41,54.84,36.27,29.96,42.59,67.64,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,35 to 39,48.88,47.71,50.05,32.15,26.81,37.49,65.78,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,40 to 44,43.88,42.71,45.05,27.93,22.96,32.91,63.66,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,45 to 49,39.40,38.30,40.49,24.20,19.55,28.86,61.43,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,50 to 54,34.70,33.64,35.77,20.45,15.96,24.94,58.93,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,55 to 59,30.23,29.21,31.24,16.98,12.66,21.31,56.19,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,60 to 64,25.78,24.81,26.76,13.60,9.35,17.85,52.75,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,65 to 69,21.84,20.94,22.75,10.68,6.38,14.98,48.89,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,70 to 74,17.31,16.44,18.19,7.68,3.55,11.81,44.35,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,75 to 79,13.57,12.74,14.39,5.29,1.04,9.54,38.98,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,80 to 84,9.78,8.98,10.57,3.31,-0.93,7.55,33.83,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,85 to 89,6.83,6.04,7.61,1.94,-1.45,5.32,28.37,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,90+,4.24,3.35,5.14,0.99,-1.74,3.71,23.23,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,<1,80.60,79.31,81.88,63.51,56.17,70.85,78.80,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,1 to 4,79.60,78.31,80.88,62.54,55.20,69.88,78.57,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,5 to 9,75.60,74.31,76.88,58.70,51.41,66.00,77.66,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,10 to 14,70.60,69.31,71.88,54.06,46.87,61.25,76.58,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,15 to 19,65.60,64.31,66.88,49.66,42.65,56.67,75.70,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,20 to 24,60.60,59.31,61.88,45.25,38.43,52.08,74.68,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,25 to 29,55.75,54.50,57.00,41.20,34.86,47.54,73.90,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,30 to 34,50.88,49.66,52.11,37.25,31.12,43.39,73.21,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,35 to 39,46.11,44.92,47.30,33.51,28.06,38.96,72.68,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,40 to 44,41.21,40.04,42.39,29.71,24.25,35.17,72.09,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,45 to 49,36.67,35.55,37.79,26.30,21.35,31.24,71.71,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,50 to 54,31.95,30.86,33.05,22.85,18.18,27.51,71.50,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,55 to 59,27.18,26.10,28.26,19.43,14.93,23.93,71.50,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,60 to 64,23.24,22.21,24.27,16.75,12.22,21.29,72.08,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,65 to 69,19.21,18.22,20.20,13.84,9.29,18.38,72.01,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,70 to 74,15.59,14.64,16.55,11.26,6.44,16.08,72.23,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,75 to 79,11.92,10.97,12.87,8.87,3.84,13.90,74.43,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,80 to 84,9.04,8.06,10.02,6.82,1.81,11.83,75.46,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,85 to 89,6.44,5.33,7.55,4.84,0.60,9.07,75.14,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Male,90+,4.67,3.07,6.26,3.37,-1.08,7.81,72.18,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,<1,81.14,80.53,81.74,63.66,61.18,66.13,78.46,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,1 to 4,80.26,79.68,80.84,62.80,60.32,65.27,78.24,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,5 to 9,76.26,75.68,76.84,58.92,56.46,61.38,77.26,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,10 to 14,71.30,70.73,71.88,54.18,51.76,56.61,75.99,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,15 to 19,66.30,65.73,66.88,49.47,47.09,51.85,74.61,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,20 to 24,61.42,60.86,61.98,45.01,42.69,47.32,73.27,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,25 to 29,56.59,56.05,57.14,40.79,38.56,43.02,72.08,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,30 to 34,51.85,51.34,52.37,36.76,34.64,38.87,70.88,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,35 to 39,47.08,46.59,47.57,32.72,30.71,34.74,69.51,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,40 to 44,42.35,41.88,42.82,28.78,26.88,30.67,67.95,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,45 to 49,37.78,37.35,38.22,25.07,23.23,26.91,66.36,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,50 to 54,33.23,32.82,33.63,21.50,19.75,23.25,64.71,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,55 to 59,28.78,28.39,29.16,18.06,16.37,19.75,62.76,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,60 to 64,24.27,23.90,24.64,14.65,13.02,16.28,60.36,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,65 to 69,20.04,19.69,20.38,11.56,10.00,13.12,57.69,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,70 to 74,16.14,15.82,16.46,8.71,7.36,10.05,53.94,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,75 to 79,12.36,12.06,12.67,6.09,4.75,7.43,49.26,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,80 to 84,9.10,8.81,9.38,4.14,3.03,5.24,45.45,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,85 to 89,6.32,6.03,6.60,2.70,1.79,3.60,42.73,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Female,90+,4.47,4.11,4.83,1.99,1.10,2.88,44.49,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,<1,76.65,75.96,77.34,61.84,59.56,64.12,80.68,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,1 to 4,75.82,75.15,76.49,60.98,58.70,63.27,80.43,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,5 to 9,71.87,71.20,72.53,57.09,54.81,59.36,79.43,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,10 to 14,66.87,66.20,67.53,52.26,50.01,54.51,78.16,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,15 to 19,61.87,61.20,62.53,47.57,45.37,49.77,76.89,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,20 to 24,57.11,56.47,57.75,43.17,41.02,45.31,75.59,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,25 to 29,52.35,51.73,52.97,38.81,36.71,40.90,74.13,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,30 to 34,47.88,47.31,48.46,34.79,32.77,36.81,72.66,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,35 to 39,43.14,42.59,43.69,30.66,28.79,32.53,71.07,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,40 to 44,38.76,38.26,39.27,26.97,25.23,28.71,69.58,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,45 to 49,34.37,33.92,34.83,23.29,21.65,24.92,67.75,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,50 to 54,29.99,29.57,30.42,19.73,18.19,21.28,65.80,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,55 to 59,25.58,25.18,25.98,16.33,14.86,17.81,63.84,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,60 to 64,21.45,21.07,21.83,13.10,11.70,14.49,61.06,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,65 to 69,17.60,17.26,17.95,10.42,9.10,11.75,59.21,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,70 to 74,13.93,13.60,14.25,7.80,6.60,9.01,56.03,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,75 to 79,10.60,10.29,10.90,5.61,4.36,6.86,52.94,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,80 to 84,7.79,7.49,8.09,3.86,2.70,5.02,49.54,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,85 to 89,5.61,5.30,5.93,2.46,1.49,3.44,43.88,,,,,,,,,,,,,,,,
South Ayrshire,S12000028,Male,90+,3.86,3.43,4.30,1.46,0.58,2.35,37.87,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,<1,80.48,80.14,80.82,62.66,60.24,65.08,77.86,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,1 to 4,79.67,79.35,80.00,61.89,59.46,64.31,77.67,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,5 to 9,75.69,75.37,76.01,58.19,55.81,60.57,76.88,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,10 to 14,70.69,70.37,71.01,53.58,51.27,55.89,75.79,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,15 to 19,65.73,65.41,66.05,49.04,46.80,51.27,74.61,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,20 to 24,60.77,60.45,61.08,44.59,42.45,46.72,73.37,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,25 to 29,55.84,55.53,56.15,40.23,38.20,42.27,72.06,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,30 to 34,50.96,50.66,51.26,36.00,34.02,37.97,70.64,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,35 to 39,46.21,45.92,46.50,31.92,29.99,33.85,69.08,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,40 to 44,41.50,41.22,41.78,27.96,26.10,29.82,67.36,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,45 to 49,36.84,36.57,37.10,24.14,22.34,25.93,65.53,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,50 to 54,32.19,31.94,32.45,20.45,18.71,22.18,63.51,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,55 to 59,27.66,27.41,27.90,16.96,15.28,18.65,61.34,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,60 to 64,23.27,23.03,23.50,13.77,12.16,15.39,59.20,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,65 to 69,19.05,18.83,19.28,10.79,9.22,12.36,56.63,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,70 to 74,15.18,14.97,15.39,8.18,6.67,9.69,53.87,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,75 to 79,11.64,11.44,11.84,5.93,4.39,7.47,50.95,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,80 to 84,8.67,8.48,8.85,4.18,2.78,5.59,48.30,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,85 to 89,6.05,5.87,6.24,2.76,1.60,3.92,45.65,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Female,90+,4.24,4.00,4.48,1.86,0.75,2.97,43.79,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,<1,76.39,76.01,76.78,59.52,57.57,61.47,77.91,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,1 to 4,75.57,75.19,75.94,58.66,56.71,60.62,77.63,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,5 to 9,71.57,71.19,71.94,54.71,52.76,56.66,76.45,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,10 to 14,66.57,66.19,66.94,49.80,47.86,51.74,74.81,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,15 to 19,61.60,61.23,61.97,44.98,43.05,46.90,73.01,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,20 to 24,56.78,56.42,57.14,40.33,38.43,42.23,71.04,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,25 to 29,52.05,51.70,52.39,35.85,33.99,37.72,68.89,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,30 to 34,47.33,47.00,47.67,31.50,29.69,33.32,66.56,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,35 to 39,42.72,42.40,43.04,27.36,25.59,29.12,64.04,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,40 to 44,38.20,37.90,38.50,23.43,21.71,25.14,61.33,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,45 to 49,33.75,33.47,34.03,19.70,18.05,21.35,58.37,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,50 to 54,29.39,29.12,29.66,16.21,14.61,17.81,55.15,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,55 to 59,25.15,24.90,25.40,13.01,11.45,14.56,51.72,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,60 to 64,20.89,20.64,21.13,10.03,8.54,11.52,48.03,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,65 to 69,17.01,16.78,17.24,7.52,6.13,8.90,44.18,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,70 to 74,13.43,13.21,13.64,5.36,4.05,6.66,39.89,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,75 to 79,10.11,9.90,10.32,3.56,2.25,4.86,35.17,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,80 to 84,7.49,7.29,7.69,2.24,1.08,3.40,29.89,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,85 to 89,5.35,5.14,5.56,1.29,0.39,2.19,24.15,,,,,,,,,,,,,,,,
South Lanarkshire,S12000029,Male,90+,3.67,3.37,3.97,0.63,-0.08,1.35,17.24,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,<1,81.92,81.20,82.63,64.71,62.22,67.21,78.99,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,1 to 4,81.29,80.65,81.93,64.01,61.50,66.51,78.74,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,5 to 9,77.36,76.73,77.98,60.09,57.59,62.60,77.69,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,10 to 14,72.36,71.73,72.98,55.19,52.70,57.68,76.27,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,15 to 19,67.36,66.73,67.98,50.40,47.94,52.86,74.83,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,20 to 24,62.54,61.93,63.15,45.98,43.57,48.38,73.51,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,25 to 29,57.64,57.04,58.25,41.58,39.21,43.94,72.13,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,30 to 34,52.70,52.10,53.30,37.44,35.19,39.68,71.04,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,35 to 39,47.88,47.29,48.46,33.46,31.29,35.63,69.89,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,40 to 44,43.11,42.54,43.67,29.41,27.30,31.52,68.22,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,45 to 49,38.48,37.94,39.01,25.65,23.57,27.72,66.65,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,50 to 54,33.85,33.33,34.37,21.91,19.87,23.95,64.74,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,55 to 59,29.37,28.87,29.86,18.38,16.40,20.36,62.59,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,60 to 64,24.85,24.37,25.33,15.01,13.07,16.95,60.40,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,65 to 69,20.69,20.24,21.15,11.76,9.81,13.71,56.83,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,70 to 74,16.53,16.10,16.97,8.65,6.73,10.56,52.30,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,75 to 79,12.83,12.42,13.24,5.97,4.02,7.92,46.51,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,80 to 84,9.47,9.07,9.87,4.01,2.03,5.99,42.35,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,85 to 89,6.82,6.40,7.24,2.62,0.95,4.29,38.40,,,,,,,,,,,,,,,,
Stirling,S12000030,Female,90+,4.91,4.38,5.44,1.94,0.25,3.64,39.58,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,<1,77.61,76.87,78.34,63.38,61.01,65.75,81.67,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,1 to 4,76.87,76.18,77.55,62.74,60.37,65.12,81.63,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,5 to 9,72.87,72.18,73.55,59.32,56.99,61.64,81.40,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,10 to 14,67.87,67.18,68.55,54.96,52.71,57.20,80.98,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,15 to 19,62.87,62.18,63.55,50.56,48.38,52.73,80.42,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,20 to 24,57.94,57.26,58.62,46.19,44.09,48.30,79.73,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,25 to 29,53.33,52.67,53.99,42.07,40.04,44.11,78.89,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,30 to 34,48.72,48.09,49.35,37.95,35.98,39.92,77.89,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,35 to 39,44.11,43.51,44.71,33.85,31.93,35.76,76.74,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,40 to 44,39.44,38.87,40.02,29.75,27.88,31.61,75.42,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,45 to 49,34.98,34.44,35.52,25.91,24.09,27.73,74.08,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,50 to 54,30.46,29.95,30.98,22.09,20.38,23.81,72.52,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,55 to 59,26.14,25.66,26.63,18.51,16.84,20.19,70.81,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,60 to 64,21.94,21.48,22.41,15.15,13.51,16.78,69.02,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,65 to 69,18.09,17.66,18.52,12.12,10.49,13.74,66.98,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,70 to 74,14.41,14.01,14.81,9.34,7.70,10.97,64.79,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,75 to 79,10.77,10.39,11.15,6.70,5.00,8.39,62.19,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,80 to 84,7.95,7.59,8.31,4.74,2.77,6.71,59.64,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,85 to 89,5.17,4.80,5.54,2.88,1.35,4.41,55.75,,,,,,,,,,,,,,,,
Stirling,S12000030,Male,90+,3.72,3.15,4.29,1.80,0.32,3.27,48.29,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,<1,78.83,78.17,79.49,58.47,55.86,61.07,74.17,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,1 to 4,77.96,77.32,78.59,57.71,55.11,60.31,74.02,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,5 to 9,74.07,73.46,74.69,54.39,51.87,56.91,73.43,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,10 to 14,69.12,68.51,69.73,50.17,47.78,52.56,72.58,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,15 to 19,64.17,63.56,64.77,45.96,43.71,48.21,71.63,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,20 to 24,59.25,58.66,59.85,41.81,39.72,43.90,70.56,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,25 to 29,54.37,53.79,54.95,37.74,35.73,39.75,69.41,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,30 to 34,49.37,48.79,49.95,33.65,31.75,35.55,68.17,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,35 to 39,44.56,44.00,45.12,29.76,27.95,31.56,66.78,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,40 to 44,39.83,39.28,40.37,26.00,24.25,27.75,65.27,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,45 to 49,35.36,34.86,35.86,22.50,20.87,24.13,63.63,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,50 to 54,30.86,30.39,31.34,19.07,17.51,20.63,61.80,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,55 to 59,26.56,26.11,27.01,15.92,14.48,17.37,59.95,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,60 to 64,22.26,21.83,22.69,12.90,11.52,14.28,57.96,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,65 to 69,18.16,17.75,18.56,10.12,8.79,11.45,55.73,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,70 to 74,14.35,13.98,14.72,7.63,6.32,8.94,53.19,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,75 to 79,11.02,10.68,11.36,5.54,4.20,6.88,50.30,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,80 to 84,8.11,7.81,8.41,3.87,2.66,5.07,47.67,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,85 to 89,5.46,5.19,5.73,2.46,1.49,3.42,44.97,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Female,90+,3.21,2.89,3.53,1.35,0.61,2.09,41.96,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,<1,74.10,73.34,74.86,58.06,56.03,60.10,78.36,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,1 to 4,73.32,72.59,74.05,57.33,55.29,59.36,78.19,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,5 to 9,69.37,68.65,70.09,53.72,51.71,55.73,77.44,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,10 to 14,64.37,63.65,65.09,49.14,47.18,51.10,76.34,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,15 to 19,59.45,58.73,60.17,44.61,42.70,46.52,75.04,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,20 to 24,54.57,53.87,55.28,40.13,38.27,42.00,73.54,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,25 to 29,49.87,49.19,50.55,35.81,33.98,37.64,71.80,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,30 to 34,45.18,44.52,45.84,31.56,29.78,33.34,69.86,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,35 to 39,40.53,39.90,41.17,27.45,25.77,29.14,67.73,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,40 to 44,36.04,35.43,36.65,23.55,21.95,25.16,65.36,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,45 to 49,31.84,31.29,32.40,19.96,18.45,21.48,62.70,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,50 to 54,27.72,27.21,28.24,16.58,15.12,18.04,59.81,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,55 to 59,23.67,23.18,24.15,13.40,12.00,14.80,56.62,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,60 to 64,19.70,19.24,20.15,10.52,9.19,11.85,53.43,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,65 to 69,16.00,15.57,16.44,8.01,6.70,9.31,50.03,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,70 to 74,12.54,12.13,12.95,5.80,4.51,7.08,46.23,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,75 to 79,9.53,9.12,9.93,4.04,2.70,5.38,42.38,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,80 to 84,7.22,6.82,7.63,2.74,1.58,3.89,37.90,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,85 to 89,5.34,4.88,5.79,1.78,0.82,2.73,33.29,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,90+,4.09,3.38,4.80,1.20,0.25,2.14,29.20,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,<1,80.47,79.99,80.95,60.98,58.49,63.46,75.78,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,1 to 4,79.69,79.23,80.14,60.28,57.79,62.76,75.64,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,5 to 9,75.74,75.29,76.19,56.87,54.45,59.30,75.09,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,10 to 14,70.78,70.34,71.23,52.63,50.30,54.95,74.35,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,15 to 19,65.82,65.38,66.27,48.41,46.19,50.63,73.55,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,20 to 24,60.99,60.56,61.42,44.33,42.23,46.44,72.69,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,25 to 29,56.07,55.65,56.49,40.25,38.23,42.26,71.78,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,30 to 34,51.20,50.79,51.61,36.25,34.32,38.18,70.80,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,35 to 39,46.33,45.93,46.74,32.32,30.48,34.16,69.76,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,40 to 44,41.53,41.14,41.93,28.51,26.73,30.29,68.64,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,45 to 49,36.81,36.43,37.20,24.83,23.12,26.54,67.45,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,50 to 54,32.14,31.76,32.51,21.27,19.62,22.92,66.18,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,55 to 59,27.63,27.26,27.99,17.91,16.32,19.49,64.82,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,60 to 64,23.29,22.94,23.64,14.76,13.22,16.30,63.38,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,65 to 69,19.12,18.79,19.46,11.82,10.35,13.29,61.81,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,70 to 74,15.15,14.83,15.47,9.10,7.71,10.50,60.10,,,,,,,,,,,,,,,,
