"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2019-2021",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,<1,81.03,80.58,81.49,61.37,58.32,64.42,75.74,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,1 to 4,80.34,79.92,80.76,60.72,57.67,63.78,75.58,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,5 to 9,76.41,76.00,76.83,57.26,54.28,60.24,74.93,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,10 to 14,71.45,71.04,71.87,52.94,50.09,55.79,74.09,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,15 to 19,66.50,66.09,66.90,48.67,45.96,51.38,73.19,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,20 to 24,61.54,61.13,61.94,44.48,41.95,47.02,72.28,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,25 to 29,56.63,56.23,57.03,40.39,38.03,42.75,71.32,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,30 to 34,51.71,51.32,52.11,36.33,34.04,38.61,70.25,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,35 to 39,46.80,46.41,47.20,32.36,30.16,34.55,69.13,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,40 to 44,42.03,41.65,42.42,28.55,26.44,30.66,67.92,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,45 to 49,37.42,37.04,37.79,24.95,22.91,26.98,66.68,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,50 to 54,32.80,32.44,33.16,21.42,19.49,23.36,65.31,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,55 to 59,28.36,28.01,28.70,18.11,16.27,19.95,63.86,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,60 to 64,24.04,23.71,24.36,14.96,13.20,16.72,62.25,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,65 to 69,19.94,19.63,20.25,12.03,10.35,13.70,60.31,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,70 to 74,16.05,15.76,16.34,9.27,7.63,10.92,57.78,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,75 to 79,12.36,12.09,12.63,6.76,5.13,8.39,54.65,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,80 to 84,9.20,8.95,9.45,4.79,3.50,6.07,52.04,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,85 to 89,6.50,6.25,6.74,3.25,2.16,4.33,49.97,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Female,90+,4.43,4.13,4.74,2.25,1.23,3.27,50.70,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,<1,76.93,76.47,77.40,60.23,57.50,62.95,78.28,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,1 to 4,76.19,75.76,76.63,59.46,56.73,62.19,78.04,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,5 to 9,72.26,71.82,72.69,55.69,52.99,58.39,77.07,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,10 to 14,67.31,66.89,67.74,51.01,48.37,53.65,75.78,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,15 to 19,62.37,61.95,62.79,46.42,43.86,48.97,74.42,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,20 to 24,57.47,57.06,57.89,41.94,39.49,44.39,72.98,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,25 to 29,52.61,52.20,53.01,37.59,35.28,39.90,71.45,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,30 to 34,47.75,47.35,48.15,33.32,31.08,35.56,69.79,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,35 to 39,42.92,42.53,43.32,29.20,27.01,31.39,68.03,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,40 to 44,38.25,37.86,38.64,25.33,23.27,27.40,66.23,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,45 to 49,33.78,33.40,34.16,21.71,19.80,23.63,64.28,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,50 to 54,29.47,29.11,29.82,18.28,16.43,20.13,62.04,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,55 to 59,25.18,24.84,25.52,15.02,13.25,16.78,59.64,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,60 to 64,21.14,20.82,21.46,12.08,10.38,13.79,57.15,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,65 to 69,17.39,17.09,17.70,9.51,7.85,11.17,54.68,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,70 to 74,13.76,13.47,14.05,7.13,5.51,8.76,51.82,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,75 to 79,10.43,10.15,10.70,5.00,3.31,6.68,47.91,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,80 to 84,7.61,7.35,7.87,3.37,1.84,4.90,44.30,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,85 to 89,5.39,5.12,5.66,2.17,0.92,3.41,40.24,,,,,,,,,,,,,,,,
Aberdeen City,S12000033,Male,90+,4.01,3.60,4.41,1.61,0.37,2.85,40.19,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,<1,82.10,81.70,82.49,67.35,65.09,69.60,82.03,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,1 to 4,81.31,80.93,81.68,66.56,64.30,68.82,81.86,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,5 to 9,77.34,76.97,77.72,62.75,60.52,64.99,81.14,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,10 to 14,72.41,72.04,72.78,58.02,55.83,60.21,80.13,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,15 to 19,67.41,67.04,67.78,53.31,51.19,55.43,79.08,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,20 to 24,62.43,62.06,62.79,48.70,46.67,50.74,78.02,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,25 to 29,57.58,57.23,57.93,44.30,42.39,46.22,76.94,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,30 to 34,52.72,52.38,53.06,39.90,38.10,41.70,75.68,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,35 to 39,47.82,47.49,48.16,35.50,33.75,37.25,74.23,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,40 to 44,43.01,42.68,43.33,31.23,29.53,32.93,72.61,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,45 to 49,38.36,38.05,38.68,27.16,25.51,28.80,70.79,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,50 to 54,33.75,33.45,34.05,23.14,21.55,24.72,68.57,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,55 to 59,29.21,28.92,29.50,19.28,17.76,20.80,66.02,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,60 to 64,24.80,24.52,25.07,15.63,14.16,17.10,63.02,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,65 to 69,20.55,20.29,20.81,12.22,10.78,13.66,59.46,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,70 to 74,16.42,16.17,16.67,9.08,7.68,10.48,55.28,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,75 to 79,12.58,12.35,12.82,6.33,4.94,7.73,50.30,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,80 to 84,9.20,8.97,9.42,4.17,2.93,5.41,45.32,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,85 to 89,6.43,6.21,6.66,2.62,1.60,3.65,40.76,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Female,90+,4.31,4.04,4.58,1.83,0.87,2.78,42.37,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,<1,78.85,78.42,79.29,67.16,65.27,69.05,85.17,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,1 to 4,78.20,77.80,78.60,66.46,64.56,68.36,84.99,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,5 to 9,74.21,73.82,74.61,62.53,60.64,64.43,84.26,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,10 to 14,69.26,68.86,69.65,57.66,55.78,59.54,83.25,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,15 to 19,64.30,63.91,64.69,52.80,50.93,54.67,82.12,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,20 to 24,59.38,59.00,59.77,48.03,46.19,49.88,80.89,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,25 to 29,54.56,54.18,54.93,43.40,41.62,45.18,79.55,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,30 to 34,49.90,49.54,50.25,38.96,37.24,40.68,78.09,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,35 to 39,45.30,44.97,45.63,34.61,32.92,36.31,76.41,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,40 to 44,40.60,40.28,40.92,30.24,28.60,31.88,74.47,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,45 to 49,35.93,35.63,36.24,25.95,24.37,27.54,72.23,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,50 to 54,31.37,31.08,31.67,21.84,20.31,23.38,69.63,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,55 to 59,26.89,26.60,27.17,17.92,16.44,19.39,66.64,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,60 to 64,22.48,22.21,22.75,14.26,12.88,15.63,63.41,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,65 to 69,18.43,18.18,18.69,11.06,9.74,12.39,60.02,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,70 to 74,14.68,14.44,14.92,8.20,6.91,9.50,55.89,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,75 to 79,11.10,10.86,11.33,5.69,4.41,6.97,51.26,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,80 to 84,8.07,7.85,8.29,3.84,2.67,5.01,47.60,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,85 to 89,5.59,5.36,5.82,2.44,1.48,3.39,43.58,,,,,,,,,,,,,,,,
Aberdeenshire,S12000034,Male,90+,3.50,3.20,3.79,1.47,0.68,2.26,42.04,,,,,,,,,,,,,,,,
Angus,S12000041,Female,<1,81.59,80.99,82.19,60.70,58.08,63.31,74.39,,,,,,,,,,,,,,,,
Angus,S12000041,Female,1 to 4,80.77,80.20,81.34,59.94,57.31,62.56,74.20,,,,,,,,,,,,,,,,
Angus,S12000041,Female,5 to 9,76.77,76.20,77.34,56.36,53.78,58.94,73.41,,,,,,,,,,,,,,,,
Angus,S12000041,Female,10 to 14,71.77,71.20,72.34,51.88,49.36,54.39,72.28,,,,,,,,,,,,,,,,
Angus,S12000041,Female,15 to 19,66.77,66.20,67.34,47.42,44.97,49.87,71.01,,,,,,,,,,,,,,,,
Angus,S12000041,Female,20 to 24,61.81,61.24,62.37,43.12,40.75,45.48,69.76,,,,,,,,,,,,,,,,
Angus,S12000041,Female,25 to 29,56.92,56.37,57.47,39.03,36.81,41.25,68.57,,,,,,,,,,,,,,,,
Angus,S12000041,Female,30 to 34,52.23,51.71,52.75,35.06,32.91,37.21,67.13,,,,,,,,,,,,,,,,
Angus,S12000041,Female,35 to 39,47.49,46.99,47.99,31.19,29.12,33.26,65.67,,,,,,,,,,,,,,,,
Angus,S12000041,Female,40 to 44,42.75,42.28,43.23,27.39,25.38,29.40,64.06,,,,,,,,,,,,,,,,
Angus,S12000041,Female,45 to 49,38.16,37.71,38.61,23.75,21.85,25.65,62.25,,,,,,,,,,,,,,,,
Angus,S12000041,Female,50 to 54,33.47,33.04,33.90,20.16,18.37,21.94,60.22,,,,,,,,,,,,,,,,
Angus,S12000041,Female,55 to 59,29.08,28.67,29.48,16.81,15.10,18.53,57.83,,,,,,,,,,,,,,,,
Angus,S12000041,Female,60 to 64,24.70,24.31,25.08,13.56,11.91,15.21,54.89,,,,,,,,,,,,,,,,
Angus,S12000041,Female,65 to 69,20.55,20.20,20.91,10.47,8.91,12.03,50.92,,,,,,,,,,,,,,,,
Angus,S12000041,Female,70 to 74,16.50,16.16,16.83,7.62,6.11,9.13,46.19,,,,,,,,,,,,,,,,
Angus,S12000041,Female,75 to 79,12.69,12.36,13.01,5.09,3.56,6.61,40.10,,,,,,,,,,,,,,,,
Angus,S12000041,Female,80 to 84,9.34,9.03,9.64,3.19,1.81,4.58,34.21,,,,,,,,,,,,,,,,
Angus,S12000041,Female,85 to 89,6.70,6.40,7.01,1.92,0.79,3.05,28.63,,,,,,,,,,,,,,,,
Angus,S12000041,Female,90+,4.60,4.23,4.97,1.10,0.09,2.12,24.00,,,,,,,,,,,,,,,,
Angus,S12000041,Male,<1,78.26,77.62,78.91,63.12,60.64,65.59,80.65,,,,,,,,,,,,,,,,
Angus,S12000041,Male,1 to 4,77.48,76.87,78.09,62.35,59.87,64.83,80.47,,,,,,,,,,,,,,,,
Angus,S12000041,Male,5 to 9,73.48,72.87,74.09,58.59,56.13,61.04,79.73,,,,,,,,,,,,,,,,
Angus,S12000041,Male,10 to 14,68.63,68.03,69.22,54.08,51.67,56.50,78.80,,,,,,,,,,,,,,,,
Angus,S12000041,Male,15 to 19,63.63,63.03,64.22,49.51,47.14,51.88,77.81,,,,,,,,,,,,,,,,
Angus,S12000041,Male,20 to 24,58.76,58.18,59.34,45.10,42.79,47.42,76.76,,,,,,,,,,,,,,,,
Angus,S12000041,Male,25 to 29,53.94,53.37,54.50,40.82,38.56,43.07,75.67,,,,,,,,,,,,,,,,
Angus,S12000041,Male,30 to 34,49.10,48.55,49.66,36.61,34.52,38.70,74.55,,,,,,,,,,,,,,,,
Angus,S12000041,Male,35 to 39,44.34,43.81,44.88,32.54,30.59,34.49,73.38,,,,,,,,,,,,,,,,
Angus,S12000041,Male,40 to 44,39.83,39.33,40.33,28.67,26.82,30.52,71.99,,,,,,,,,,,,,,,,
Angus,S12000041,Male,45 to 49,35.42,34.96,35.88,24.99,23.37,26.61,70.55,,,,,,,,,,,,,,,,
Angus,S12000041,Male,50 to 54,30.95,30.52,31.38,21.32,19.80,22.83,68.88,,,,,,,,,,,,,,,,
Angus,S12000041,Male,55 to 59,26.60,26.20,27.01,17.84,16.39,19.29,67.06,,,,,,,,,,,,,,,,
Angus,S12000041,Male,60 to 64,22.19,21.80,22.58,14.53,13.16,15.90,65.47,,,,,,,,,,,,,,,,
Angus,S12000041,Male,65 to 69,18.15,17.79,18.51,11.53,10.23,12.83,63.51,,,,,,,,,,,,,,,,
Angus,S12000041,Male,70 to 74,14.47,14.13,14.80,8.75,7.52,9.99,60.52,,,,,,,,,,,,,,,,
Angus,S12000041,Male,75 to 79,11.08,10.76,11.41,6.33,5.08,7.59,57.13,,,,,,,,,,,,,,,,
Angus,S12000041,Male,80 to 84,8.23,7.91,8.54,4.45,3.19,5.72,54.10,,,,,,,,,,,,,,,,
Angus,S12000041,Male,85 to 89,5.71,5.38,6.04,2.99,1.96,4.03,52.41,,,,,,,,,,,,,,,,
Angus,S12000041,Male,90+,4.04,3.58,4.51,2.24,1.25,3.23,55.40,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,<1,81.98,81.33,82.62,65.26,62.62,67.89,79.60,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,1 to 4,80.98,80.33,81.62,64.28,61.65,66.91,79.38,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,5 to 9,77.06,76.43,77.69,60.48,57.87,63.10,78.49,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,10 to 14,72.12,71.50,72.74,55.76,53.19,58.34,77.32,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,15 to 19,67.12,66.50,67.74,51.09,48.58,53.60,76.12,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,20 to 24,62.28,61.69,62.87,46.67,44.24,49.10,74.94,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,25 to 29,57.34,56.75,57.92,42.29,39.95,44.62,73.75,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,30 to 34,52.34,51.75,52.92,37.96,35.82,40.10,72.53,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,35 to 39,47.51,46.95,48.07,33.88,31.90,35.86,71.31,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,40 to 44,42.62,42.07,43.16,29.82,27.98,31.66,69.98,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,45 to 49,38.04,37.54,38.55,26.06,24.33,27.79,68.51,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,50 to 54,33.54,33.07,34.01,22.48,20.87,24.09,67.02,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,55 to 59,29.14,28.70,29.58,19.07,17.56,20.57,65.44,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,60 to 64,24.73,24.32,25.15,15.75,14.31,17.19,63.69,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,65 to 69,20.53,20.14,20.92,12.59,11.19,14.00,61.34,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,70 to 74,16.34,15.97,16.70,9.60,8.24,10.96,58.75,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,75 to 79,12.52,12.17,12.86,6.97,5.61,8.34,55.71,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,80 to 84,9.21,8.88,9.53,4.86,3.63,6.08,52.78,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,85 to 89,6.32,6.01,6.64,3.21,2.20,4.22,50.76,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Female,90+,4.07,3.68,4.47,2.02,1.13,2.91,49.67,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,<1,77.77,77.01,78.52,62.96,60.48,65.44,80.96,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,1 to 4,76.93,76.21,77.66,62.13,59.64,64.61,80.75,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,5 to 9,72.93,72.21,73.66,58.21,55.73,60.68,79.81,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,10 to 14,67.93,67.21,68.66,53.40,50.96,55.85,78.61,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,15 to 19,62.98,62.27,63.70,48.74,46.33,51.15,77.39,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,20 to 24,58.20,57.51,58.89,44.33,41.96,46.69,76.17,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,25 to 29,53.26,52.58,53.95,39.88,37.65,42.11,74.87,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,30 to 34,48.47,47.80,49.14,35.62,33.52,37.71,73.48,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,35 to 39,43.95,43.33,44.57,31.68,29.76,33.60,72.09,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,40 to 44,39.39,38.81,39.97,27.88,26.10,29.67,70.79,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,45 to 49,34.88,34.34,35.43,24.30,22.70,25.89,69.65,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,50 to 54,30.56,30.06,31.06,20.98,19.50,22.46,68.66,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,55 to 59,26.32,25.86,26.79,17.72,16.36,19.08,67.33,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,60 to 64,22.13,21.68,22.57,14.55,13.28,15.82,65.75,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,65 to 69,18.08,17.66,18.50,11.50,10.28,12.71,63.59,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,70 to 74,14.45,14.05,14.85,8.97,7.79,10.16,62.10,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,75 to 79,11.09,10.70,11.48,6.72,5.51,7.92,60.57,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,80 to 84,8.37,7.97,8.77,5.02,3.87,6.16,59.94,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,85 to 89,6.08,5.64,6.53,3.46,2.47,4.46,56.93,,,,,,,,,,,,,,,,
Argyll and Bute,S12000035,Male,90+,4.54,3.88,5.20,2.45,1.42,3.48,53.95,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,<1,82.43,82.13,82.72,66.33,63.93,68.73,80.47,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,1 to 4,81.71,81.44,81.98,65.68,63.28,68.09,80.39,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,5 to 9,77.72,77.45,77.99,62.20,59.87,64.54,80.03,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,10 to 14,72.74,72.47,73.01,57.81,55.59,60.04,79.48,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,15 to 19,67.77,67.50,68.04,53.42,51.30,55.53,78.82,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,20 to 24,62.81,62.55,63.08,49.12,47.14,51.10,78.20,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,25 to 29,57.89,57.62,58.15,44.83,42.92,46.74,77.44,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,30 to 34,52.95,52.69,53.22,40.54,38.68,42.41,76.56,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,35 to 39,48.06,47.80,48.32,36.28,34.47,38.09,75.49,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,40 to 44,43.22,42.97,43.48,32.16,30.40,33.92,74.41,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,45 to 49,38.45,38.19,38.70,28.20,26.50,29.90,73.35,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,50 to 54,33.84,33.60,34.08,24.37,22.75,26.00,72.03,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,55 to 59,29.33,29.09,29.56,20.69,19.12,22.26,70.55,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,60 to 64,24.97,24.75,25.19,17.19,15.67,18.70,68.83,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,65 to 69,20.72,20.51,20.93,13.69,12.20,15.18,66.05,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,70 to 74,16.66,16.46,16.86,10.34,8.87,11.81,62.08,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,75 to 79,12.92,12.74,13.11,7.36,5.94,8.78,56.96,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,80 to 84,9.61,9.44,9.78,4.91,3.52,6.30,51.05,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,85 to 89,6.73,6.57,6.90,3.12,1.95,4.29,46.37,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Female,90+,4.44,4.24,4.63,1.93,0.87,3.00,43.55,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,<1,78.00,77.69,78.32,62.94,60.56,65.31,80.69,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,1 to 4,77.25,76.95,77.54,62.27,59.89,64.65,80.61,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,5 to 9,73.34,73.05,73.63,58.86,56.56,61.16,80.26,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,10 to 14,68.36,68.07,68.65,54.51,52.33,56.68,79.74,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,15 to 19,63.38,63.10,63.67,50.15,48.10,52.20,79.12,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,20 to 24,58.50,58.22,58.78,45.86,43.95,47.77,78.39,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,25 to 29,53.64,53.36,53.92,41.62,39.79,43.46,77.60,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,30 to 34,48.75,48.47,49.02,37.40,35.62,39.19,76.73,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,35 to 39,43.92,43.64,44.19,33.26,31.54,34.99,75.74,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,40 to 44,39.20,38.94,39.47,29.22,27.56,30.89,74.53,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,45 to 49,34.59,34.33,34.86,25.28,23.68,26.88,73.07,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,50 to 54,30.20,29.95,30.46,21.59,20.06,23.12,71.48,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,55 to 59,25.94,25.70,26.18,18.15,16.68,19.62,69.96,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,60 to 64,21.84,21.61,22.07,14.87,13.45,16.29,68.10,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,65 to 69,17.97,17.75,18.19,11.88,10.54,13.22,66.10,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,70 to 74,14.30,14.10,14.51,9.16,7.88,10.45,64.06,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,75 to 79,10.98,10.78,11.18,6.84,5.57,8.10,62.28,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,80 to 84,8.24,8.05,8.43,4.99,3.69,6.28,60.53,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,85 to 89,5.93,5.73,6.13,3.40,2.30,4.51,57.42,,,,,,,,,,,,,,,,
City of Edinburgh,S12000036,Male,90+,4.22,3.95,4.49,2.13,1.03,3.23,50.51,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,<1,80.25,79.44,81.06,59.59,55.87,63.30,74.25,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,1 to 4,79.38,78.61,80.15,58.72,55.00,62.44,73.97,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,5 to 9,75.38,74.61,76.15,54.89,51.21,58.58,72.82,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,10 to 14,70.38,69.61,71.15,50.20,46.58,53.81,71.32,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,15 to 19,65.38,64.61,66.15,45.54,42.00,49.08,69.66,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,20 to 24,60.38,59.61,61.15,41.02,37.59,44.45,67.94,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,25 to 29,55.38,54.61,56.15,36.70,33.39,40.02,66.27,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,30 to 34,50.44,49.68,51.20,32.48,29.30,35.67,64.40,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,35 to 39,45.55,44.80,46.30,28.43,25.42,31.44,62.42,,,,,,,,,,,,,,,,
