"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2019-2021",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,75 to 79,12.93,12.55,13.30,7.27,5.35,9.19,56.24,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,80 to 84,9.64,9.28,10.00,5.05,3.58,6.52,52.39,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,85 to 89,6.82,6.45,7.19,3.36,2.12,4.61,49.33,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,90+,4.76,4.29,5.23,2.33,1.12,3.55,49.02,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,<1,78.97,78.29,79.65,60.74,57.70,63.78,76.92,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,1 to 4,78.17,77.52,78.82,60.04,57.00,63.09,76.81,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,5 to 9,74.26,73.61,74.90,56.66,53.68,59.65,76.31,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,10 to 14,69.37,68.74,70.00,52.44,49.55,55.33,75.60,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,15 to 19,64.40,63.77,65.03,48.09,45.29,50.88,74.67,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,20 to 24,59.62,59.01,60.23,43.88,41.18,46.59,73.60,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,25 to 29,54.93,54.36,55.51,39.84,37.22,42.46,72.53,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,30 to 34,50.02,49.46,50.59,35.60,33.11,38.09,71.17,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,35 to 39,45.17,44.61,45.72,31.48,29.23,33.72,69.69,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,40 to 44,40.58,40.06,41.10,27.56,25.38,29.74,67.92,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,45 to 49,35.99,35.49,36.48,23.58,21.55,25.61,65.52,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,50 to 54,31.58,31.11,32.05,19.64,17.63,21.65,62.20,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,55 to 59,27.01,26.56,27.46,15.91,13.97,17.85,58.89,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,60 to 64,22.59,22.15,23.03,12.49,10.62,14.36,55.28,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,65 to 69,18.47,18.05,18.89,9.61,7.83,11.39,52.03,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,70 to 74,14.71,14.32,15.10,7.14,5.38,8.89,48.52,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,75 to 79,11.17,10.79,11.55,4.88,3.19,6.57,43.67,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,80 to 84,8.35,7.98,8.72,3.06,1.43,4.70,36.67,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,85 to 89,5.88,5.48,6.27,1.80,0.52,3.09,30.64,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,90+,4.18,3.63,4.73,1.46,0.16,2.76,34.98,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,<1,83.84,83.22,84.46,67.16,64.44,69.87,80.10,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,1 to 4,83.05,82.48,83.63,66.37,63.65,69.09,79.91,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,5 to 9,79.05,78.48,79.63,62.56,59.85,65.26,79.13,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,10 to 14,74.05,73.48,74.63,57.83,55.16,60.50,78.09,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,15 to 19,69.13,68.56,69.69,53.20,50.57,55.84,76.96,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,20 to 24,64.13,63.56,64.69,48.58,45.99,51.17,75.75,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,25 to 29,59.17,58.61,59.73,44.06,41.54,46.58,74.46,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,30 to 34,54.17,53.61,54.73,39.59,37.17,42.01,73.08,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,35 to 39,49.35,48.81,49.89,35.34,33.09,37.59,71.62,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,40 to 44,44.57,44.05,45.09,31.22,29.08,33.37,70.06,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,45 to 49,39.74,39.23,40.25,27.17,25.13,29.21,68.37,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,50 to 54,34.92,34.42,35.42,23.24,21.27,25.21,66.55,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,55 to 59,30.26,29.78,30.75,19.55,17.65,21.45,64.60,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,60 to 64,25.72,25.25,26.19,16.08,14.23,17.93,62.50,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,65 to 69,21.39,20.94,21.84,12.85,11.08,14.62,60.08,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,70 to 74,17.26,16.84,17.69,9.90,8.21,11.60,57.37,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,75 to 79,13.44,13.04,13.85,7.33,5.66,8.99,54.48,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,80 to 84,9.97,9.58,10.35,5.10,3.60,6.59,51.14,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,85 to 89,7.28,6.89,7.67,3.48,2.17,4.79,47.76,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,90+,5.07,4.59,5.55,2.26,0.98,3.54,44.57,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,<1,79.44,78.76,80.12,66.70,64.32,69.08,83.96,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,1 to 4,78.56,77.91,79.22,65.81,63.43,68.20,83.77,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,5 to 9,74.56,73.91,75.22,61.81,59.43,64.20,82.90,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,10 to 14,69.56,68.91,70.22,56.81,54.43,59.20,81.67,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,15 to 19,64.56,63.91,65.22,51.91,49.54,54.28,80.40,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,20 to 24,59.67,59.02,60.31,47.09,44.73,49.45,78.92,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,25 to 29,54.88,54.25,55.50,42.56,40.24,44.89,77.56,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,30 to 34,50.06,49.45,50.67,38.17,36.03,40.31,76.24,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,35 to 39,45.33,44.75,45.90,33.90,31.82,35.97,74.79,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,40 to 44,40.50,39.94,41.07,29.48,27.49,31.47,72.78,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,45 to 49,35.94,35.40,36.47,25.42,23.48,27.36,70.74,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,50 to 54,31.38,30.87,31.89,21.50,19.66,23.34,68.50,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,55 to 59,26.93,26.44,27.42,17.76,15.98,19.54,65.95,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,60 to 64,22.59,22.12,23.06,14.19,12.48,15.90,62.80,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,65 to 69,18.47,18.02,18.92,10.99,9.39,12.59,59.52,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,70 to 74,14.73,14.31,15.15,8.14,6.66,9.62,55.24,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,75 to 79,11.19,10.79,11.59,5.63,4.20,7.06,50.28,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,80 to 84,8.24,7.86,8.62,3.65,2.41,4.89,44.29,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,85 to 89,5.90,5.50,6.30,2.29,1.27,3.32,38.83,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,90+,4.12,3.57,4.67,1.57,0.60,2.54,38.05,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,<1,80.16,79.66,80.66,59.16,56.21,62.11,73.80,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,1 to 4,79.39,78.92,79.86,58.46,55.51,61.41,73.64,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,5 to 9,75.49,75.04,75.95,55.08,52.22,57.94,72.96,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,10 to 14,70.49,70.04,70.95,50.76,48.06,53.46,72.01,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,15 to 19,65.52,65.07,65.97,46.48,43.95,49.01,70.94,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,20 to 24,60.57,60.12,61.02,42.27,39.92,44.61,69.78,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,25 to 29,55.71,55.28,56.14,38.20,35.99,40.42,68.57,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,30 to 34,50.84,50.42,51.26,34.19,32.06,36.32,67.25,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,35 to 39,45.97,45.55,46.38,30.21,28.16,32.26,65.73,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,40 to 44,41.22,40.82,41.62,26.41,24.48,28.35,64.08,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,45 to 49,36.53,36.15,36.92,22.74,20.92,24.56,62.25,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,50 to 54,31.77,31.39,32.15,19.16,17.44,20.88,60.32,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,55 to 59,27.30,26.94,27.66,15.90,14.25,17.55,58.23,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,60 to 64,23.13,22.78,23.47,12.98,11.37,14.59,56.12,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,65 to 69,19.06,18.74,19.39,10.22,8.67,11.76,53.60,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,70 to 74,15.26,14.96,15.56,7.73,6.21,9.25,50.66,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,75 to 79,11.62,11.34,11.90,5.53,4.04,7.01,47.55,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,80 to 84,8.54,8.27,8.80,3.80,2.49,5.12,44.56,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,85 to 89,6.10,5.83,6.37,2.53,1.43,3.63,41.47,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,90+,4.09,3.75,4.43,1.64,0.64,2.65,40.18,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,<1,76.24,75.71,76.78,59.27,56.78,61.76,77.73,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,1 to 4,75.41,74.90,75.93,58.47,55.97,60.96,77.53,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,5 to 9,71.41,70.90,71.93,54.76,52.30,57.22,76.68,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,10 to 14,66.44,65.92,66.95,50.15,47.75,52.55,75.49,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,15 to 19,61.46,60.95,61.97,45.57,43.23,47.91,74.15,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,20 to 24,56.57,56.07,57.07,41.10,38.83,43.38,72.66,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,25 to 29,51.78,51.29,52.27,36.77,34.57,38.97,71.01,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,30 to 34,47.12,46.65,47.59,32.61,30.48,34.74,69.21,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,35 to 39,42.46,42.01,42.91,28.56,26.55,30.56,67.26,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,40 to 44,37.83,37.40,38.26,24.65,22.73,26.56,65.15,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,45 to 49,33.49,33.08,33.89,21.06,19.24,22.88,62.89,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,50 to 54,29.17,28.79,29.55,17.64,15.94,19.34,60.46,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,55 to 59,24.90,24.54,25.27,14.40,12.80,15.99,57.81,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,60 to 64,20.89,20.54,21.24,11.47,9.93,13.00,54.89,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,65 to 69,16.99,16.67,17.32,8.77,7.29,10.26,51.62,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,70 to 74,13.33,13.02,13.63,6.40,4.96,7.85,48.06,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,75 to 79,10.01,9.71,10.30,4.40,2.91,5.89,43.99,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,80 to 84,7.53,7.23,7.82,2.96,1.74,4.18,39.31,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,85 to 89,5.65,5.33,5.96,1.91,0.88,2.95,33.87,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,90+,3.91,3.47,4.36,1.05,0.15,1.95,26.86,,,,,,,,,,,,,,,,
Fife,S12000047,Female,<1,81.03,80.69,81.38,54.52,51.76,57.28,67.28,,,,,,,,,,,,,,,,
Fife,S12000047,Female,1 to 4,80.41,80.10,80.71,54.14,51.38,56.91,67.34,,,,,,,,,,,,,,,,
Fife,S12000047,Female,5 to 9,76.48,76.18,76.78,51.59,48.94,54.25,67.46,,,,,,,,,,,,,,,,
Fife,S12000047,Female,10 to 14,71.49,71.19,71.79,48.18,45.70,50.65,67.39,,,,,,,,,,,,,,,,
Fife,S12000047,Female,15 to 19,66.50,66.20,66.80,44.56,42.27,46.86,67.01,,,,,,,,,,,,,,,,
Fife,S12000047,Female,20 to 24,61.56,61.26,61.85,40.90,38.79,43.01,66.44,,,,,,,,,,,,,,,,
Fife,S12000047,Female,25 to 29,56.63,56.34,56.93,37.19,35.23,39.16,65.67,,,,,,,,,,,,,,,,
Fife,S12000047,Female,30 to 34,51.73,51.44,52.02,33.44,31.60,35.28,64.64,,,,,,,,,,,,,,,,
Fife,S12000047,Female,35 to 39,46.89,46.61,47.18,29.63,27.86,31.40,63.19,,,,,,,,,,,,,,,,
Fife,S12000047,Female,40 to 44,42.21,41.94,42.48,25.95,24.26,27.64,61.48,,,,,,,,,,,,,,,,
Fife,S12000047,Female,45 to 49,37.50,37.25,37.76,22.30,20.71,23.89,59.46,,,,,,,,,,,,,,,,
Fife,S12000047,Female,50 to 54,32.98,32.74,33.23,18.81,17.32,20.31,57.04,,,,,,,,,,,,,,,,
Fife,S12000047,Female,55 to 59,28.41,28.18,28.65,15.49,14.09,16.89,54.52,,,,,,,,,,,,,,,,
Fife,S12000047,Female,60 to 64,24.04,23.81,24.26,12.40,11.04,13.75,51.58,,,,,,,,,,,,,,,,
Fife,S12000047,Female,65 to 69,19.83,19.62,20.04,9.47,8.18,10.76,47.77,,,,,,,,,,,,,,,,
Fife,S12000047,Female,70 to 74,15.99,15.79,16.19,6.87,5.62,8.13,42.99,,,,,,,,,,,,,,,,
Fife,S12000047,Female,75 to 79,12.31,12.12,12.50,4.58,3.35,5.81,37.19,,,,,,,,,,,,,,,,
Fife,S12000047,Female,80 to 84,9.06,8.88,9.24,2.81,1.66,3.95,30.97,,,,,,,,,,,,,,,,
Fife,S12000047,Female,85 to 89,6.46,6.28,6.64,1.65,0.74,2.56,25.52,,,,,,,,,,,,,,,,
Fife,S12000047,Female,90+,4.40,4.18,4.63,0.95,0.15,1.76,21.63,,,,,,,,,,,,,,,,
Fife,S12000047,Male,<1,76.88,76.50,77.26,58.60,56.41,60.79,76.22,,,,,,,,,,,,,,,,
Fife,S12000047,Male,1 to 4,76.30,75.95,76.65,58.00,55.80,60.20,76.02,,,,,,,,,,,,,,,,
Fife,S12000047,Male,5 to 9,72.31,71.96,72.66,54.33,52.17,56.48,75.13,,,,,,,,,,,,,,,,
Fife,S12000047,Male,10 to 14,67.32,66.97,67.67,49.73,47.65,51.80,73.87,,,,,,,,,,,,,,,,
Fife,S12000047,Male,15 to 19,62.36,62.01,62.71,45.17,43.17,47.16,72.43,,,,,,,,,,,,,,,,
Fife,S12000047,Male,20 to 24,57.48,57.14,57.82,40.70,38.79,42.61,70.80,,,,,,,,,,,,,,,,
Fife,S12000047,Male,25 to 29,52.71,52.38,53.04,36.37,34.53,38.21,69.00,,,,,,,,,,,,,,,,
Fife,S12000047,Male,30 to 34,48.07,47.75,48.38,32.21,30.43,33.99,67.02,,,,,,,,,,,,,,,,
Fife,S12000047,Male,35 to 39,43.37,43.06,43.67,28.12,26.42,29.83,64.85,,,,,,,,,,,,,,,,
Fife,S12000047,Male,40 to 44,38.91,38.62,39.20,24.31,22.65,25.97,62.47,,,,,,,,,,,,,,,,
Fife,S12000047,Male,45 to 49,34.43,34.16,34.70,20.56,18.98,22.15,59.72,,,,,,,,,,,,,,,,
Fife,S12000047,Male,50 to 54,30.09,29.83,30.34,17.05,15.56,18.53,56.66,,,,,,,,,,,,,,,,
Fife,S12000047,Male,55 to 59,25.82,25.58,26.07,13.79,12.38,15.21,53.42,,,,,,,,,,,,,,,,
Fife,S12000047,Male,60 to 64,21.64,21.41,21.87,10.87,9.51,12.22,50.22,,,,,,,,,,,,,,,,
Fife,S12000047,Male,65 to 69,17.76,17.55,17.98,8.30,7.01,9.58,46.70,,,,,,,,,,,,,,,,
Fife,S12000047,Male,70 to 74,14.16,13.96,14.36,6.05,4.83,7.28,42.75,,,,,,,,,,,,,,,,
Fife,S12000047,Male,75 to 79,10.74,10.55,10.94,4.09,2.86,5.32,38.05,,,,,,,,,,,,,,,,
Fife,S12000047,Male,80 to 84,8.03,7.84,8.23,2.63,1.40,3.85,32.70,,,,,,,,,,,,,,,,
Fife,S12000047,Male,85 to 89,5.78,5.57,5.99,1.65,0.66,2.65,28.62,,,,,,,,,,,,,,,,
Fife,S12000047,Male,90+,4.09,3.80,4.38,1.04,0.12,1.95,25.32,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,<1,78.02,77.74,78.29,56.00,53.65,58.35,71.78,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,1 to 4,77.30,77.04,77.56,55.32,52.97,57.68,71.57,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,5 to 9,73.35,73.10,73.61,51.88,49.57,54.18,70.72,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,10 to 14,68.38,68.12,68.63,47.58,45.37,49.80,69.59,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,15 to 19,63.40,63.14,63.65,43.35,41.23,45.47,68.38,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,20 to 24,58.51,58.27,58.76,39.25,37.23,41.26,67.07,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,25 to 29,53.60,53.36,53.85,35.18,33.21,37.15,65.63,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,30 to 34,48.69,48.45,48.94,31.19,29.27,33.12,64.06,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,35 to 39,43.83,43.58,44.07,27.35,25.48,29.22,62.40,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,40 to 44,39.10,38.86,39.34,23.74,21.96,25.53,60.72,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,45 to 49,34.56,34.33,34.78,20.40,18.69,22.10,59.03,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,50 to 54,30.22,30.01,30.44,17.33,15.72,18.93,57.32,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,55 to 59,25.93,25.72,26.14,14.42,12.90,15.95,55.63,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,60 to 64,21.78,21.58,21.98,11.74,10.26,13.22,53.89,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,65 to 69,17.90,17.71,18.09,9.31,7.86,10.77,52.04,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,70 to 74,14.28,14.10,14.45,7.17,5.76,8.58,50.24,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,75 to 79,11.03,10.86,11.20,5.35,3.93,6.77,48.49,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,80 to 84,8.38,8.23,8.53,3.93,2.91,4.95,46.90,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,85 to 89,6.23,6.07,6.39,2.83,1.95,3.72,45.45,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,90+,4.67,4.45,4.88,2.07,1.16,2.98,44.40,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,<1,72.96,72.68,73.24,54.75,52.46,57.04,75.04,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,1 to 4,72.21,71.94,72.48,54.07,51.78,56.36,74.87,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,5 to 9,68.26,67.99,68.52,50.58,48.37,52.79,74.10,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,10 to 14,63.28,63.01,63.54,46.16,44.09,48.23,72.95,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,15 to 19,58.32,58.06,58.59,41.74,39.82,43.67,71.58,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,20 to 24,53.46,53.20,53.72,37.41,35.64,39.19,69.99,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,25 to 29,48.62,48.36,48.87,33.14,31.42,34.87,68.17,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,30 to 34,43.78,43.53,44.04,28.95,27.27,30.64,66.13,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,35 to 39,39.08,38.83,39.33,24.95,23.31,26.58,63.83,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,40 to 44,34.49,34.25,34.74,21.12,19.55,22.69,61.23,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,45 to 49,30.22,29.99,30.46,17.62,16.14,19.11,58.31,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,50 to 54,26.18,25.96,26.41,14.42,13.02,15.83,55.09,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,55 to 59,22.41,22.20,22.62,11.55,10.24,12.85,51.52,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,60 to 64,18.70,18.50,18.90,8.90,7.64,10.16,47.57,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,65 to 69,15.27,15.08,15.46,6.58,5.36,7.80,43.09,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,70 to 74,12.16,11.98,12.34,4.63,3.40,5.86,38.10,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,75 to 79,9.37,9.20,9.55,3.04,1.79,4.29,32.43,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,80 to 84,7.09,6.91,7.27,1.84,0.82,2.86,25.90,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,85 to 89,5.41,5.21,5.61,0.99,0.20,1.77,18.24,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,90+,4.37,4.05,4.69,0.40,-0.22,1.03,9.18,,,,,,,,,,,,,,,,
Highland,S12000017,Female,<1,82.03,81.58,82.47,65.84,62.29,69.39,80.26,,,,,,,,,,,,,,,,
Highland,S12000017,Female,1 to 4,81.29,80.88,81.70,65.12,61.56,68.68,80.10,,,,,,,,,,,,,,,,
Highland,S12000017,Female,5 to 9,77.37,76.97,77.77,61.45,57.94,64.96,79.43,,,,,,,,,,,,,,,,
Highland,S12000017,Female,10 to 14,72.37,71.97,72.77,56.85,53.42,60.27,78.55,,,,,,,,,,,,,,,,
Highland,S12000017,Female,15 to 19,67.41,67.01,67.81,52.34,49.02,55.66,77.65,,,,,,,,,,,,,,,,
Highland,S12000017,Female,20 to 24,62.53,62.14,62.92,47.96,44.75,51.17,76.69,,,,,,,,,,,,,,,,
Highland,S12000017,Female,25 to 29,57.74,57.37,58.11,43.71,40.63,46.79,75.70,,,,,,,,,,,,,,,,
Highland,S12000017,Female,30 to 34,52.92,52.57,53.28,39.52,36.79,42.25,74.68,,,,,,,,,,,,,,,,
Highland,S12000017,Female,35 to 39,48.14,47.79,48.48,35.44,33.11,37.77,73.62,,,,,,,,,,,,,,,,
Highland,S12000017,Female,40 to 44,43.35,43.01,43.68,31.43,29.25,33.62,72.52,,,,,,,,,,,,,,,,
Highland,S12000017,Female,45 to 49,38.63,38.31,38.94,27.57,25.61,29.54,71.39,,,,,,,,,,,,,,,,
Highland,S12000017,Female,50 to 54,33.99,33.68,34.29,23.86,22.02,25.71,70.21,,,,,,,,,,,,,,,,
Highland,S12000017,Female,55 to 59,29.43,29.13,29.72,20.30,18.54,22.07,68.99,,,,,,,,,,,,,,,,
Highland,S12000017,Female,60 to 64,24.96,24.68,25.25,16.90,15.22,18.58,67.70,,,,,,,,,,,,,,,,
Highland,S12000017,Female,65 to 69,20.76,20.49,21.03,13.79,12.20,15.37,66.43,,,,,,,,,,,,,,,,
Highland,S12000017,Female,70 to 74,16.79,16.53,17.04,10.93,9.39,12.47,65.12,,,,,,,,,,,,,,,,
Highland,S12000017,Female,75 to 79,12.94,12.70,13.18,8.25,6.71,9.79,63.76,,,,,,,,,,,,,,,,
Highland,S12000017,Female,80 to 84,9.63,9.40,9.86,5.99,4.51,7.48,62.24,,,,,,,,,,,,,,,,
Highland,S12000017,Female,85 to 89,6.75,6.52,6.98,4.08,2.82,5.33,60.41,,,,,,,,,,,,,,,,
Highland,S12000017,Female,90+,4.55,4.27,4.84,2.64,1.45,3.83,57.98,,,,,,,,,,,,,,,,
Highland,S12000017,Male,<1,77.64,77.14,78.13,63.46,60.16,66.76,81.75,,,,,,,,,,,,,,,,
Highland,S12000017,Male,1 to 4,76.92,76.46,77.39,62.73,59.42,66.04,81.55,,,,,,,,,,,,,,,,
Highland,S12000017,Male,5 to 9,72.97,72.51,73.43,58.93,55.65,62.21,80.76,,,,,,,,,,,,,,,,
Highland,S12000017,Male,10 to 14,67.97,67.51,68.43,54.22,51.01,57.43,79.78,,,,,,,,,,,,,,,,
Highland,S12000017,Male,15 to 19,63.00,62.54,63.46,49.62,46.50,52.74,78.77,,,,,,,,,,,,,,,,
Highland,S12000017,Male,20 to 24,58.25,57.81,58.70,45.30,42.28,48.31,77.76,,,,,,,,,,,,,,,,
Highland,S12000017,Male,25 to 29,53.46,53.03,53.89,41.03,38.19,43.88,76.75,,,,,,,,,,,,,,,,
Highland,S12000017,Male,30 to 34,48.85,48.45,49.26,37.00,34.28,39.73,75.74,,,,,,,,,,,,,,,,
Highland,S12000017,Male,35 to 39,44.35,43.97,44.74,33.13,30.63,35.62,74.68,,,,,,,,,,,,,,,,
Highland,S12000017,Male,40 to 44,39.86,39.50,40.22,29.34,27.00,31.68,73.61,,,,,,,,,,,,,,,,
Highland,S12000017,Male,45 to 49,35.38,35.04,35.72,25.64,23.53,27.75,72.48,,,,,,,,,,,,,,,,
Highland,S12000017,Male,50 to 54,31.00,30.68,31.32,22.09,20.16,24.03,71.27,,,,,,,,,,,,,,,,
